CoC Number,CoC Name,"Total Homeless, 2013","Sheltered Homeless, 2013","Unsheltered Homeless, 2013","Homeless Individuals, 2013","Sheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals, 2013","Homeless People in Families, 2013","Sheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families, 2013","Chronically Homeless, 2013","Sheltered Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Chronically Homeless Individuals, 2013","Sheltered Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Chronically Homeless People in Families, 2013","Sheltered Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Homeless Veterans, 2013","Sheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans, 2013"
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",328,289,39,196,168,28,132,121,11,40,27,13,40,27,13,0,0,0,12,11,1
MI-513,"Marquette, Alger Counties CoC",74,69,5,58,55,3,16,14,2,4,4,0,4,4,0,0,0,0,3,3,0
MI-514,Battle Creek/Calhoun County CoC,236,172,64,167,103,64,69,69,0,22,10,12,20,8,12,2,2,0,77,34,43
MI-515,Monroe City & County CoC,139,136,3,111,108,3,28,28,0,2,1,1,2,1,1,0,0,0,32,31,1
MI-516,Norton Shores/Muskegon City & County CoC,644,236,408,270,144,126,374,92,282,64,4,60,30,2,28,34,2,32,21,6,15
MI-517,Jackson City & County CoC,187,154,33,92,59,33,95,95,0,13,8,5,13,8,5,0,0,0,15,4,11
MI-518,Livingston County CoC,127,97,30,61,31,30,66,66,0,10,3,7,8,1,7,2,2,0,1,1,0
MI-519,Holland/Ottawa County CoC,318,297,21,134,121,13,184,176,8,3,2,1,3,2,1,0,0,0,9,9,0
MI-523,Eaton County CoC,129,96,33,40,14,26,89,82,7,7,4,3,1,0,1,6,4,2,1,1,0
MN-500,Minneapolis/Hennepin County CoC,"3,591","3,427",164,"1,623","1,462",161,"1,968","1,965",3,533,475,58,373,315,58,160,160,0,129,120,9
MN-501,Saint Paul/Ramsey County CoC,"1,417","1,346",71,678,617,61,739,729,10,288,232,56,210,158,52,78,74,4,54,48,6
MN-502,Rochester/Southeast Minnesota CoC,452,425,27,146,119,27,306,306,0,73,58,15,34,19,15,39,39,0,3,2,1
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",745,635,110,213,136,77,532,499,33,89,48,41,55,20,35,34,28,6,11,8,3
MN-504,Northeast Minnesota CoC,265,94,171,131,21,110,134,73,61,40,2,38,16,2,14,24,0,24,21,11,10
MN-505,St. Cloud/Central Minnesota CoC,657,460,197,449,303,146,208,157,51,114,63,51,79,35,44,35,28,7,92,72,20
MN-506,Northwest Minnesota CoC,253,249,4,108,104,4,145,145,0,36,32,4,21,17,4,15,15,0,6,3,3
MN-508,Moorhead/West Central Minnesota CoC,287,251,36,132,114,18,155,137,18,62,55,7,41,34,7,21,21,0,17,17,0
MN-509,Duluth/St.Louis County CoC,410,300,110,205,117,88,205,183,22,103,24,79,80,16,64,23,8,15,15,5,10
MN-511,Southwest Minnesota CoC,137,112,25,43,30,13,94,82,12,12,12,0,6,6,0,6,6,0,1,0,1
MO-500,St. Louis County CoC,388,359,29,140,126,14,248,233,15,116,96,20,33,23,10,83,73,10,41,40,1
MO-501,St.Louis City CoC,"1,423","1,327",96,793,706,87,630,621,9,138,110,28,118,92,26,20,18,2,193,173,20
MO-503,"St. Charles, Lincoln, Warren Counties CoC",940,576,364,387,183,204,553,393,160,78,50,28,21,8,13,57,42,15,3,0,3
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",711,529,182,349,195,154,362,334,28,105,0,105,105,0,105,0,0,0,48,12,36
MO-602,"Joplin/Jasper, Newton Counties CoC",574,539,35,353,318,35,221,221,0,18,6,12,18,6,12,0,0,0,106,99,7
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",186,177,9,123,114,9,63,63,0,96,88,8,90,82,8,6,6,0,30,28,2
MO-604a,"Kansas City, Independence, Lee?s Summit/Jackson, Wyandotte Counties, MO & KS","2,691","1,766",925,"1,486",962,524,"1,205",804,401,327,133,194,201,92,109,126,41,85,316,228,88
MO-606,Missouri Balance of State CoC,"2,030","1,472",558,"1,202",870,332,828,602,226,208,131,77,151,104,47,57,27,30,168,139,29
MS-500,"Jackson/Rankin, Madison Counties CoC",760,320,440,641,201,440,119,119,0,277,37,240,270,30,240,7,7,0,47,25,22
MS-501,Mississippi Balance of State CoC,"1,052",692,360,707,415,292,345,277,68,58,21,37,58,21,37,0,0,0,117,85,32
MS-503,Gulf Port/Gulf Coast Regional CoC,591,71,520,405,32,373,186,39,147,140,10,130,80,10,70,60,0,60,46,19,27
MT-500,Montana Statewide CoC,"1,878","1,094",784,"1,211",574,637,667,520,147,227,65,162,210,55,155,17,10,7,309,118,191
NC-500,Winston Salem/Forsyth County CoC,394,381,13,293,280,13,101,101,0,82,72,10,76,66,10,6,6,0,23,20,3
NC-501,Asheville/Buncombe County CoC,570,513,57,478,421,57,92,92,0,54,26,28,54,26,28,0,0,0,232,230,2
NC-502,Durham City & County CoC,753,700,53,572,519,53,181,181,0,87,58,29,87,58,29,0,0,0,93,87,6
NC-503,North Carolina Balance of State CoC,"3,625","2,467","1,158","2,123","1,322",801,"1,502","1,145",357,636,238,398,503,185,318,133,53,80,209,140,69
NC-504,Greensboro/High Point CoC,949,781,168,651,489,162,298,292,6,148,57,91,143,54,89,5,3,2,78,60,18
NC-505,Charlotte/Mecklenberg CoC,"2,418","2,135",283,"1,296","1,013",283,"1,122","1,122",0,158,119,39,141,102,39,17,17,0,120,110,10
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",348,245,103,260,163,97,88,82,6,64,12,52,64,12,52,0,0,0,41,30,11
NC-507,Raleigh/Wake County CoC,"1,098","1,002",96,817,723,94,281,279,2,140,135,5,129,124,5,11,11,0,203,202,1
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",384,274,110,316,206,110,68,68,0,112,40,72,55,19,36,57,21,36,18,15,3
NC-511,Fayetteville/Cumberland County CoC,631,287,344,343,101,242,288,186,102,293,27,266,138,11,127,155,16,139,77,27,50
NC-513,Chapel Hill/Orange County CoC,123,93,30,97,67,30,26,26,0,28,12,16,28,12,16,0,0,0,9,7,2
NC-516,Northwest North Carolina CoC,875,135,740,284,79,205,591,56,535,40,6,34,33,6,27,7,0,7,20,6,14
ND-500,North Dakota Statewide CoC,"2,069",674,"1,395","1,230",443,787,839,231,608,179,68,111,110,68,42,69,0,69,241,60,181
NE-500,Nebraska Balance of State CoC,713,660,53,282,243,39,431,417,14,105,93,12,58,52,6,47,41,6,25,20,5
NE-501,Omaha/Council Bluffs CoC,"1,476","1,459",17,"1,011",994,17,465,465,0,180,163,17,167,150,17,13,13,0,91,89,2
NE-502,Lincoln CoC,956,853,103,599,496,103,357,357,0,129,86,43,114,71,43,15,15,0,67,52,15
NH-500,New Hampshire Balance of State CoC,759,647,112,401,312,89,358,335,23,143,65,78,121,55,66,22,10,12,46,37,9
NH-501,Manchester CoC,382,304,78,228,157,71,154,147,7,84,49,35,81,46,35,3,3,0,17,14,3
NH-502,Nashua/Hillsborough County CoC,306,294,12,169,157,12,137,137,0,28,21,7,24,17,7,4,4,0,62,61,1
NJ-500,Atlantic City & County CoC,746,686,60,488,434,54,258,252,6,124,101,23,114,91,23,10,10,0,44,35,9
NJ-501,Bergen County CoC,346,328,18,209,195,14,137,133,4,33,23,10,31,23,8,2,0,2,17,17,0
NJ-502,Burlington County CoC,671,629,42,300,266,34,371,363,8,85,77,8,34,30,4,51,47,4,32,17,15
NJ-503,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1,291","1,098",193,714,553,161,577,545,32,138,83,55,116,64,52,22,19,3,47,36,11
NJ-504,Newark/Essex County CoC,"1,646","1,482",164,888,752,136,758,730,28,207,159,48,190,144,46,17,15,2,67,50,17
NJ-506,Jersey City/Bayonne/Hudson County CoC,942,657,285,624,353,271,318,304,14,145,38,107,131,36,95,14,2,12,46,29,17
NJ-507,New Brunswick/Middlesex County CoC,"1,031",788,243,456,273,183,575,515,60,100,43,57,63,9,54,37,34,3,44,23,21
NJ-508,Monmouth County CoC,918,882,36,364,337,27,554,545,9,68,61,7,48,41,7,20,20,0,16,12,4
NJ-509,Morris County CoC,346,299,47,201,156,45,145,143,2,48,32,16,41,25,16,7,7,0,11,9,2
NJ-510,Lakewood Township/Ocean County CoC,682,589,93,369,280,89,313,309,4,90,63,27,72,45,27,18,18,0,16,8,8
NJ-511,Paterson/Passaic County CoC,440,386,54,200,156,44,240,230,10,42,37,5,29,24,5,13,13,0,9,8,1
NJ-512,Salem County CoC,44,40,4,21,17,4,23,23,0,0,0,0,0,0,0,0,0,0,2,1,1
NJ-513,Somerset County CoC,312,304,8,197,194,3,115,110,5,39,39,0,33,33,0,6,6,0,99,99,0
NJ-514,Trenton/Mercer County CoC,668,601,67,380,334,46,288,267,21,58,46,12,49,37,12,9,9,0,37,26,11
NJ-515,Elizabeth/Union County CoC,"1,648","1,601",47,526,490,36,"1,122","1,111",11,27,21,6,20,14,6,7,7,0,14,13,1
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",271,233,38,156,126,30,115,107,8,33,24,9,31,22,9,2,2,0,39,37,2
NM-500,Albuquerque CoC,"1,171","1,027",144,817,675,142,354,352,2,233,166,67,225,160,65,8,6,2,170,145,25
NM-501,New Mexico Balance of State CoC,"1,648","1,364",284,969,736,233,679,628,51,292,140,152,174,80,94,118,60,58,73,38,35
NV-500,Las Vegas/Clark County CoC,"5,952","2,920","3,032","5,349","2,331","3,018",603,589,14,529,219,310,529,219,310,0,0,0,706,406,300
NV-501,Reno/Sparks/Washoe County CoC,746,657,89,589,505,84,157,152,5,150,139,11,150,139,11,0,0,0,73,64,9
NV-502,Nevada Balance of State CoC,341,121,220,262,63,199,79,58,21,45,19,26,39,17,22,6,2,4,11,7,4
NY-500,Rochester/Irondequoit/Greece/Monroe County CoC,"1,007",883,124,441,375,66,566,508,58,91,41,50,63,41,22,28,0,28,48,47,1
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",349,307,42,270,251,19,79,56,23,22,10,12,17,10,7,5,0,5,87,79,8
NY-503,Albany City & County CoC,728,709,19,444,425,19,284,284,0,101,82,19,80,61,19,21,21,0,89,80,9
NY-504,Cattaragus County CoC,47,45,2,13,11,2,34,34,0,3,3,0,3,3,0,0,0,0,0,0,0
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",994,941,53,750,719,31,244,222,22,123,92,31,96,83,13,27,9,18,74,72,2
NY-506,"Fulton, Montgomery, Schoharie Counties CoC",43,40,3,29,26,3,14,14,0,0,0,0,0,0,0,0,0,0,1,0,1
NY-507,Schenectady City & County CoC,327,302,25,194,169,25,133,133,0,52,34,18,44,26,18,8,8,0,25,17,8
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1,162","1,048",114,804,696,108,358,352,6,148,82,66,146,80,66,2,2,0,109,100,9
NY-510,Ithaca/Tompkins County CoC,47,39,8,28,20,8,19,19,0,3,2,1,3,2,1,0,0,0,1,0,1
NY-511,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",276,264,12,233,221,12,43,43,0,1,1,0,1,1,0,0,0,0,8,8,0
NY-512,Troy/Rensselaer County CoC,188,142,46,101,55,46,87,87,0,44,17,27,32,5,27,12,12,0,22,18,4
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",171,171,0,159,159,0,12,12,0,21,21,0,21,21,0,0,0,0,62,62,0
NY-514,Jamestown/Dunkirk/Chautauqua County CoC,62,61,1,36,35,1,26,26,0,1,0,1,1,0,1,0,0,0,0,0,0
NY-516,Clinton County CoC,140,133,7,91,84,7,49,49,0,25,20,5,23,18,5,2,2,0,7,4,3
NY-518,"Utica/Rome/Oneida, Madison Counties CoC",200,183,17,98,81,17,102,102,0,37,31,6,26,20,6,11,11,0,6,5,1
NY-519,Columbia/Greene County CoC,112,108,4,67,63,4,45,45,0,2,2,0,2,2,0,0,0,0,1,1,0
NY-520,Franklin County CoC,34,31,3,30,27,3,4,4,0,9,7,2,5,3,2,4,4,0,6,4,2
NY-522,Jefferson/Lewis/St. Lawrence Counties CoC,83,75,8,72,64,8,11,11,0,28,25,3,24,21,3,4,4,0,21,17,4
NY-523,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",262,224,38,180,145,35,82,79,3,24,15,9,21,15,6,3,0,3,55,42,13
NY-600,New York City CoC,"64,060","60,880","3,180","24,459","21,279","3,180","39,601","39,601",0,"4,328","2,298","2,030","2,839",809,"2,030","1,489","1,489",0,"3,547","3,211",336
NY-601,Poughkeepsie/Dutchess County CoC,397,384,13,185,172,13,212,212,0,25,16,9,17,8,9,8,8,0,7,6,1
NY-602,Newburgh/Middletown/Orange County CoC,459,280,179,328,149,179,131,131,0,134,50,84,122,38,84,12,12,0,14,6,8
NY-603,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3,123","3,006",117,"1,016",899,117,"2,107","2,107",0,466,453,13,131,118,13,335,335,0,286,244,42
NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,"2,054","2,032",22,708,688,20,"1,346","1,344",2,437,424,13,225,212,13,212,212,0,173,169,4
NY-606,Rockland County CoC,107,104,3,55,52,3,52,52,0,3,0,3,3,0,3,0,0,0,1,1,0
NY-607,Sullivan County CoC,556,549,7,215,208,7,341,341,0,108,108,0,60,60,0,48,48,0,4,4,0
NY-608,Kingston/Ulster County CoC,442,332,110,229,141,88,213,191,22,81,51,30,40,16,24,41,35,6,5,4,1
OH-500,Cincinnati/Hamilton County CoC,"1,326","1,300",26,825,799,26,501,501,0,274,262,12,274,262,12,0,0,0,175,171,4
OH-501,Toledo/Lucas County CoC,900,865,35,568,533,35,332,332,0,149,135,14,149,135,14,0,0,0,54,52,2
OH-502,Cleveland/Cuyahoga County CoC,"2,129","2,052",77,"1,530","1,453",77,599,599,0,303,266,37,291,254,37,12,12,0,313,299,14
OH-503,Columbus/Franklin County CoC,"1,488","1,244",244,"1,091",860,231,397,384,13,309,132,177,309,132,177,0,0,0,148,122,26
OH-504,Youngstown/Mahoning County CoC,227,225,2,98,96,2,129,129,0,42,41,1,38,37,1,4,4,0,15,15,0
OH-505,Dayton/Kettering/Montgomery County CoC,"1,041",985,56,619,563,56,422,422,0,64,47,17,61,44,17,3,3,0,131,128,3
OH-506,Akron/Barberton/Summit County CoC,862,685,177,565,407,158,297,278,19,211,105,106,209,103,106,2,2,0,97,35,62
OH-507,Ohio Balance of State CoC,"3,830","3,165",665,"2,023","1,517",506,"1,807","1,648",159,330,172,158,292,138,154,38,34,4,227,184,43
OH-508,Canton/Massillon/Alliance/Stark County CoC,522,466,56,292,244,48,230,222,8,71,47,24,54,30,24,17,17,0,52,44,8
OK-500,North Central Oklahoma CoC,190,145,45,87,61,26,103,84,19,35,28,7,16,11,5,19,17,2,14,13,1
OK-501,Tulsa City & County/Broken Arrow CoC,"1,008",886,122,835,729,106,173,157,16,114,80,34,114,80,34,0,0,0,149,136,13
OK-502,Oklahoma City CoC,"1,362","1,069",293,"1,123",832,291,239,237,2,313,97,216,288,72,216,25,25,0,188,140,48
OK-503,Oklahoma Balance of State CoC,272,149,123,155,93,62,117,56,61,39,13,26,21,7,14,18,6,12,9,6,3
OK-504,Norman/Cleveland County CoC,368,213,155,243,113,130,125,100,25,44,25,19,42,23,19,2,2,0,9,3,6
OK-505,Northeast Oklahoma CoC,487,318,169,304,200,104,183,118,65,112,67,45,89,52,37,23,15,8,26,22,4
OK-506,Southwest Oklahoma Regional CoC,196,159,37,111,90,21,85,69,16,8,4,4,8,4,4,0,0,0,30,10,20
OK-507,Southeastern Oklahoma Regional CoC,525,323,202,321,202,119,204,121,83,54,16,38,39,11,28,15,5,10,12,8,4
OR-500,Eugene/Springfield/Lane County CoC,"1,751",649,"1,102","1,404",382,"1,022",347,267,80,415,140,275,368,123,245,47,17,30,229,78,151
OR-501,Portland-Gresham-Multnomah County CoC,"4,441","2,546","1,895","3,183","1,411","1,772","1,258","1,135",123,"1,150",158,992,"1,006",110,896,144,48,96,413,198,215
OR-502,Medford/Ashland/Jackson County CoC,548,436,112,472,363,109,76,73,3,172,115,57,166,113,53,6,2,4,226,198,28
OR-503,Central Oregon CoC,506,261,245,316,150,166,190,111,79,137,19,118,73,16,57,64,3,61,40,18,22
OR-505,Oregon Balance of State CoC,"5,525","2,199","3,326","2,978","1,159","1,819","2,547","1,040","1,507",901,279,622,628,214,414,273,65,208,459,153,306
OR-506,Hillsboro/Beaverton/Washington County CoC,432,200,232,303,115,188,129,85,44,77,8,69,69,8,61,8,0,8,91,64,27
OR-507,Clackamas County CoC,619,141,478,338,22,316,281,119,162,191,4,187,134,4,130,57,0,57,36,0,36
PA-500,Philadelphia CoC,"5,645","5,119",526,"3,070","2,544",526,"2,575","2,575",0,633,220,413,597,184,413,36,36,0,440,369,71
PA-501,Harrisburg/Dauphin County CoC,390,342,48,214,181,33,176,161,15,76,50,26,59,42,17,17,8,9,37,32,5
PA-502,Upper Darby/Chester/Haverford/Delaware County CoC,546,501,45,251,206,45,295,295,0,38,26,12,34,22,12,4,4,0,27,21,6
PA-503,Wilkes-Barre/Hazleton/Luzerne County CoC,165,153,12,106,94,12,59,59,0,3,2,1,3,2,1,0,0,0,21,20,1
PA-504,Lower Marion/Norristown/Abington/Montgomery County CoC,464,451,13,184,171,13,280,280,0,18,15,3,18,15,3,0,0,0,13,12,1
PA-505,Chester County CoC,641,598,43,498,455,43,143,143,0,72,63,9,72,63,9,0,0,0,259,259,0
PA-506,Reading/Berks County CoC,468,455,13,276,263,13,192,192,0,88,75,13,88,75,13,0,0,0,32,29,3
PA-508,Scranton/Lackawanna County CoC,252,247,5,92,87,5,160,160,0,22,17,5,22,17,5,0,0,0,33,33,0
PA-509,Eastern Pennsylvania CoC,"2,081","1,764",317,974,718,256,"1,107","1,046",61,202,92,110,179,77,102,23,15,8,136,83,53
PA-510,Lancaster City & County CoC,518,508,10,259,249,10,259,259,0,34,32,2,34,32,2,0,0,0,36,33,3
PA-511,Bristol/Bensalem/Bucks County CoC,451,410,41,136,95,41,315,315,0,13,8,5,13,8,5,0,0,0,16,12,4
PA-512,York City & County CoC,278,248,30,125,115,10,153,133,20,35,25,10,16,13,3,19,12,7,17,14,3
PA-600,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,"1,492","1,401",91,827,736,91,665,665,0,214,181,33,207,174,33,7,7,0,207,191,16
PA-601,Western Pennsylvania CoC,"1,170","1,060",110,654,575,79,516,485,31,176,158,18,154,136,18,22,22,0,161,157,4
PA-603,Beaver County CoC,90,87,3,49,46,3,41,41,0,15,14,1,2,1,1,13,13,0,2,1,1
PA-605,Erie City & County CoC,435,383,52,258,232,26,177,151,26,42,32,10,38,28,10,4,4,0,25,24,1
PR-502,Puerto Rico Balance of Commonwealth CoC,"2,094",927,"1,167","1,789",684,"1,105",305,243,62,659,116,543,655,116,539,4,0,4,28,15,13
PR-503,South/Southeast Puerto Rico CoC,"2,034",475,"1,559","1,681",373,"1,308",353,102,251,"1,471",145,"1,326",974,140,834,497,5,492,54,25,29
RI-500,Rhode Island Statewide CoC,"1,384","1,267",117,862,753,109,522,514,8,251,198,53,243,190,53,8,8,0,97,95,2
SC-500,Charleston/Low Country CoC,733,332,401,635,234,401,98,98,0,105,39,66,102,36,66,3,3,0,177,116,61
SC-501,Greenville/Anderson/Spartanburg Upstate CoC,"2,308","1,600",708,"1,488","1,011",477,820,589,231,106,23,83,96,23,73,10,0,10,107,57,50
SC-502,Columbia/Midlands CoC,"2,007","1,073",934,"1,558",756,802,449,317,132,179,70,109,164,55,109,15,15,0,243,142,101
SC-503,Myrtle Beach/Sumter City & County CoC,"1,496",406,"1,090","1,055",338,717,441,68,373,93,11,82,91,11,80,2,0,2,109,30,79
SD-500,South Dakota Statewide CoC,"1,094",755,339,557,394,163,537,361,176,217,71,146,117,42,75,100,29,71,125,106,19
TN-500,Chattanooga/Southeast Tennessee CoC,591,422,169,389,290,99,202,132,70,102,70,32,85,53,32,17,17,0,50,37,13
TN-501,Memphis/Shelby County CoC,"1,816","1,660",156,"1,151",995,156,665,665,0,177,82,95,174,79,95,3,3,0,218,197,21
TN-502,Knoxville/Knox County CoC,993,850,143,897,762,135,96,88,8,167,99,68,165,97,68,2,2,0,99,85,14
TN-503,Central Tennessee CoC,283,270,13,245,234,11,38,36,2,32,24,8,28,20,8,4,4,0,45,43,2
TN-504,Nashville/Davidson County CoC,"2,069","1,819",250,"1,806","1,556",250,263,263,0,943,693,250,919,669,250,24,24,0,305,250,55
TN-506,Oak Ridge/Upper Cumberland CoC,372,148,224,207,86,121,165,62,103,74,18,56,43,14,29,31,4,27,11,3,8
TN-507,Jackson/West Tennessee CoC,"1,673",270,"1,403","1,021",115,906,652,155,497,264,42,222,181,27,154,83,15,68,105,35,70
TN-509,Appalachian Regional CoC,694,417,277,487,317,170,207,100,107,216,49,167,132,45,87,84,4,80,101,63,38
TN-510,Murfreesboro/Rutherford County CoC,241,161,80,177,100,77,64,61,3,71,25,46,71,25,46,0,0,0,20,11,9
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",796,304,492,529,177,352,267,127,140,173,60,113,131,50,81,42,10,32,37,4,33
TX-500,San Antonio/Bexar County CoC,"2,980","1,737","1,243","2,165",922,"1,243",815,815,0,621,463,158,297,218,79,324,245,79,122,88,34
TX-503,Austin/Travis County CoC,"2,090","1,325",765,"1,474",709,765,616,616,0,458,130,328,432,104,328,26,26,0,300,125,175
TX-600,Dallas City & County/Irving CoC,"3,163","2,912",251,"1,962","1,720",242,"1,201","1,192",9,502,413,89,443,366,77,59,47,12,303,263,40
TX-601,Fort Worth/Arlington/Tarrant County CoC,"2,390","2,109",281,"1,282","1,001",281,"1,108","1,108",0,226,159,67,208,141,67,18,18,0,217,166,51
TX-603,El Paso City & County CoC,"1,217","1,036",181,717,545,172,500,491,9,131,93,38,96,62,34,35,31,4,136,80,56
TX-604,Waco/McLennan County CoC,295,230,65,118,69,49,177,161,16,30,11,19,26,11,15,4,0,4,32,17,15
TX-607,Texas Balance of State (BoS) CoC,"10,128","3,938","6,190","7,519","2,178","5,341","2,609","1,760",849,"2,022",456,"1,566","1,861",392,"1,469",161,64,97,"1,766",701,"1,065"
TX-611,Amarillo CoC,516,468,48,391,343,48,125,125,0,122,105,17,120,103,17,2,2,0,106,96,10
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",302,253,49,235,186,49,67,67,0,86,56,30,75,45,30,11,11,0,9,9,0
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","6,359","3,381","2,978","4,794","1,925","2,869","1,565","1,456",109,"1,309",258,"1,051","1,184",211,973,125,47,78,877,452,425
TX-701,Bryan/College Station/Brazos Valley CoC,175,136,39,101,83,18,74,53,21,28,24,4,28,24,4,0,0,0,10,10,0
UT-500,Salt Lake City & County CoC,"2,133","2,034",99,"1,341","1,245",96,792,789,3,313,273,40,241,205,36,72,68,4,247,241,6
UT-503,Utah Balance of State CoC,891,700,191,459,290,169,432,410,22,119,69,50,86,56,30,33,13,20,69,42,27
UT-504,Provo/Mountainland CoC,253,125,128,159,58,101,94,67,27,22,7,15,20,7,13,2,0,2,11,7,4
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",881,825,56,704,650,54,177,175,2,58,48,10,49,39,10,9,9,0,109,101,8
VA-501,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC",742,697,45,497,456,41,245,241,4,76,54,22,71,51,20,5,3,2,66,57,9
VA-502,Roanoke City & County/Salem CoC,442,425,17,315,298,17,127,127,0,91,85,6,82,76,6,9,9,0,70,69,1
VA-503,Virginia Beach CoC,456,389,67,256,189,67,200,200,0,93,63,30,89,59,30,4,4,0,78,69,9
VA-504,Charlottesville CoC,195,167,28,153,125,28,42,42,0,65,48,17,61,44,17,4,4,0,16,10,6
VA-505,Newport News/Hampton/Virginia Peninsula CoC,533,494,39,370,333,37,163,161,2,112,94,18,112,94,18,0,0,0,151,147,4
VA-507,Portsmouth CoC,247,158,89,153,71,82,94,87,7,16,8,8,16,8,8,0,0,0,17,12,5
VA-508,Lynchburg CoC,150,144,6,76,70,6,74,74,0,9,7,2,9,7,2,0,0,0,7,5,2
VA-513,"Harrisburg, Winchester/Western Virginia CoC",355,286,69,243,188,55,112,98,14,122,89,33,102,74,28,20,15,5,31,24,7
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",192,164,28,122,94,28,70,70,0,56,37,19,51,32,19,5,5,0,21,16,5
VA-521,Virginia Balance of State (BoS) CoC,715,574,141,322,220,102,393,354,39,83,36,47,61,23,38,22,13,9,36,28,8
VA-600,Arlington County CoC,479,333,146,268,122,146,211,211,0,157,64,93,156,63,93,1,1,0,14,7,7
VA-601,Fairfax County CoC,"1,350","1,246",104,603,499,104,747,747,0,253,169,84,243,159,84,10,10,0,57,53,4
VA-602,Loudoun County CoC,166,125,41,81,43,38,85,82,3,28,12,16,28,12,16,0,0,0,9,3,6
VA-603,City of Alexandria CoC,275,246,29,185,156,29,90,90,0,74,53,21,69,48,21,5,5,0,11,9,2
VA-604,Prince William County CoC,447,330,117,184,73,111,263,257,6,63,8,55,63,8,55,0,0,0,26,15,11
VI-500,Virgin Islands CoC,482,119,363,444,81,363,38,38,0,87,0,87,87,0,87,0,0,0,33,2,31
VT-500,Vermont Balance of State CoC,971,866,105,419,340,79,552,526,26,104,85,19,81,62,19,23,23,0,98,88,10
VT-501,Burlington/Chittenden County CoC,483,404,79,282,207,75,201,197,4,113,55,58,102,48,54,11,7,4,30,23,7
WA-500,Seattle/King County CoC,"9,106","6,370","2,736","5,986","3,250","2,736","3,120","3,120",0,869,502,367,854,487,367,15,15,0,682,589,93
WA-501,Washington Balance of State CoC,"4,108","2,552","1,556","2,274","1,119","1,155","1,834","1,433",401,701,223,478,544,175,369,157,48,109,271,181,90
WA-502,Spokane City & County CoC,"1,030",970,60,602,547,55,428,423,5,103,91,12,86,74,12,17,17,0,132,125,7
WA-503,Tacoma/Lakewood/Pierce County CoC,"1,303","1,183",120,539,422,117,764,761,3,151,82,69,131,62,69,20,20,0,93,84,9
WA-504,Everett/Snohomish County CoC,947,603,344,620,301,319,327,302,25,210,75,135,158,60,98,52,15,37,64,33,31
WA-507,Yakima City & County CoC,563,516,47,244,197,47,319,319,0,73,56,17,73,56,17,0,0,0,32,26,6
WA-508,Vancouver/Clark County CoC,703,513,190,352,196,156,351,317,34,89,47,42,81,41,40,8,6,2,44,20,24
WI-500,Wisconsin Balance of State CoC,"3,610","3,439",171,"1,547","1,428",119,"2,063","2,011",52,258,207,51,211,162,49,47,45,2,247,239,8
WI-501,Milwaukee City & County CoC,"1,442","1,353",89,867,783,84,575,570,5,106,76,30,95,65,30,11,11,0,209,198,11
WI-502,Racine City & County CoC,221,212,9,127,118,9,94,94,0,11,9,2,11,9,2,0,0,0,38,36,2
WI-503,Madison/Dane County CoC,831,732,99,464,374,90,367,358,9,146,91,55,132,77,55,14,14,0,58,55,3
WV-500,Wheeling/Weirton Area CoC,89,87,2,58,56,2,31,31,0,28,27,1,24,23,1,4,4,0,10,10,0
WV-501,"Huntington/Cabell, Wayne Counties CoC",227,212,15,131,116,15,96,96,0,46,35,11,46,35,11,0,0,0,17,13,4
