,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
IA-502,"1,163","1,087","1,065",98.00%,398,765,0,123,419,744,398,336,336,100.00%,9,4,34,132,266,765,765,751,729,97.10%,89,287,478,0,0,0,0,0.00%,0,491,491,491,392,79.80%,82,92,284,207
ID-500,808,708,357,50.40%,529,279,0,106,296,512,529,473,182,38.50%,156,196,68,187,342,279,279,235,175,74.50%,38,109,170,0,0,0,0,0.00%,0,158,158,158,115,72.80%,64,24,71,87
ID-501,"1,097",802,603,75.20%,452,645,0,224,682,415,452,235,157,66.80%,0,1,82,221,231,645,645,567,446,78.70%,142,461,184,0,0,0,0,0.00%,0,248,248,248,248,100.00%,76,43,109,139
IL-500,201,180,139,77.20%,14,187,0,36,117,84,14,14,14,100.00%,40,34,3,10,4,187,187,166,125,75.30%,33,107,80,0,0,0,0,0.00%,0,26,26,26,26,100.00%,11,0,0,26
IL-501,526,408,292,71.60%,244,282,0,106,234,292,244,156,146,93.60%,0,29,41,92,152,282,282,252,146,57.90%,65,142,140,0,0,0,0,0.00%,0,190,190,190,141,74.20%,4,16,38,152
IL-502,354,270,208,77.00%,105,234,15,67,215,139,105,70,70,100.00%,118,41,28,85,20,234,234,185,123,66.50%,39,130,104,15,15,15,15,100.00%,15,96,96,96,86,89.60%,45,10,25,71
IL-503,356,324,198,61.10%,47,309,0,37,109,247,47,31,10,32.30%,8,6,5,11,36,309,309,293,188,64.20%,32,98,211,0,0,0,0,0.00%,0,112,112,112,87,77.70%,67,18,41,71
IL-504,244,208,186,89.40%,118,126,0,61,200,44,118,82,82,100.00%,0,40,28,77,41,126,126,126,104,82.50%,33,123,3,0,0,0,0,0.00%,0,104,104,104,104,100.00%,37,10,28,76
IL-505,113,65,63,96.90%,32,81,0,24,67,46,32,0,0,0.00%,0,10,8,24,8,81,81,65,63,96.90%,16,43,38,0,0,0,0,0.00%,0,45,45,45,41,91.10%,24,0,0,45
IL-506,433,393,393,100.00%,142,291,0,91,277,156,142,122,122,100.00%,0,275,14,44,98,291,291,271,271,100.00%,77,233,58,0,0,0,0,0.00%,0,310,310,310,212,68.40%,85,45,129,181
IL-507,573,472,374,79.20%,327,246,0,66,302,271,327,252,202,80.20%,0,0,37,151,176,246,246,220,172,78.20%,29,151,95,0,0,0,0,0.00%,0,288,288,288,204,70.80%,76,39,134,154
IL-508,260,228,186,81.60%,148,112,0,59,168,92,148,116,74,63.80%,0,20,28,82,66,112,112,112,112,100.00%,31,86,26,0,0,0,0,0.00%,0,202,202,202,202,100.00%,40,38,99,103
IL-509,89,55,34,61.80%,21,68,0,25,67,22,21,21,0,0.00%,0,10,1,1,20,68,68,34,34,100.00%,24,66,2,0,0,0,0,0.00%,0,80,80,80,80,100.00%,0,0,0,80
IL-510,"6,145","5,912","3,861",65.30%,"2,451","3,653",41,878,"3,035","3,110","2,451","2,412",945,39.20%,140,500,126,589,"1,862","3,653","3,653","3,459","2,875",83.10%,752,"2,446","1,207",41,41,41,41,100.00%,41,"7,982","7,982","7,982","5,473",68.60%,"2,081",871,"2,605","5,377"
IL-511,899,790,781,98.90%,165,719,15,182,657,242,165,81,81,100.00%,330,4,11,88,77,719,719,694,685,98.70%,171,569,150,15,15,15,15,100.00%,15,364,364,364,216,59.30%,79,47,142,222
IL-512,494,448,362,80.80%,306,164,24,80,248,246,306,260,219,84.20%,39,128,37,113,193,164,164,164,119,72.60%,43,135,29,24,24,24,24,100.00%,24,93,93,93,93,100.00%,16,13,43,50
IL-513,241,209,209,100.00%,127,114,0,24,73,168,127,95,95,100.00%,50,0,7,26,101,114,114,114,114,100.00%,17,47,67,0,0,0,0,0.00%,0,119,119,119,116,97.50%,42,16,40,79
IL-514,708,647,647,100.00%,200,508,0,137,416,292,200,164,164,100.00%,0,3,17,48,152,508,508,483,483,100.00%,120,368,140,0,0,0,0,0.00%,0,258,258,258,258,100.00%,86,40,129,129
IL-515,186,142,80,56.30%,73,113,0,47,160,26,73,43,0,0.00%,0,0,14,51,22,113,113,99,80,80.80%,33,109,4,0,0,0,0,0.00%,0,20,20,20,20,100.00%,0,7,15,5
IL-516,218,190,144,75.80%,121,90,7,47,109,109,121,93,47,50.50%,15,4,16,36,85,90,90,90,90,100.00%,31,73,17,7,7,7,7,100.00%,7,98,98,98,98,100.00%,39,17,43,55
IL-517,461,418,418,100.00%,320,141,0,53,170,291,320,288,288,100.00%,0,8,26,88,232,141,141,130,130,100.00%,27,82,59,0,0,0,0,0.00%,0,89,89,89,89,100.00%,60,0,0,89
IL-518,401,340,230,67.60%,156,245,0,70,215,186,156,116,36,31.00%,72,0,14,50,106,245,245,224,194,86.60%,56,165,80,0,0,0,0,0.00%,0,18,18,18,18,100.00%,0,0,0,18
IL-519,203,170,57,33.50%,54,149,0,50,133,70,54,28,0,0.00%,0,154,13,27,27,149,149,142,57,40.10%,37,106,43,0,0,0,0,0.00%,0,53,53,53,53,100.00%,0,11,53,0
IL-520,450,341,216,63.30%,314,136,0,82,238,212,314,233,152,65.20%,0,7,54,150,164,136,136,108,64,59.30%,28,88,48,0,0,0,0,0.00%,0,202,202,168,124,73.80%,3,39,121,81
IN-500,601,453,443,97.80%,168,433,0,91,291,310,168,112,112,100.00%,0,40,30,80,88,433,433,341,331,97.10%,61,211,222,0,0,0,0,0.00%,0,106,106,98,98,100.00%,19,8,24,82
IN-502,"4,798","3,833","2,402",62.70%,"2,737","2,061",0,854,"2,625","2,173","2,737","2,091","1,209",57.80%,115,326,389,"1,255","1,482","2,061","2,061","1,742","1,193",68.50%,465,"1,370",691,0,0,0,0,0.00%,0,824,824,824,824,100.00%,186,103,287,537
IN-503,"2,262","1,893",530,28.00%,855,"1,382",25,222,809,"1,453",855,605,220,36.40%,156,33,129,483,372,"1,382","1,382","1,263",285,22.60%,93,326,"1,056",25,25,25,25,100.00%,25,"1,599","1,599","1,599",667,41.70%,325,370,870,729
KS-501,210,187,106,56.70%,41,169,0,28,113,97,41,41,16,39.00%,0,0,3,12,29,169,169,146,90,61.60%,25,101,68,0,0,0,0,0.00%,0,18,18,18,13,72.20%,16,0,0,18
KS-502,576,471,271,57.50%,359,197,20,106,278,298,359,292,118,40.40%,130,0,44,130,229,197,197,159,133,83.60%,62,148,49,20,20,20,20,100.00%,20,424,424,424,282,66.50%,146,41,114,310
KS-503,351,335,315,94.00%,249,102,0,34,137,214,249,233,233,100.00%,0,30,22,69,180,102,102,102,82,80.40%,12,68,34,0,0,0,0,0.00%,0,431,431,431,431,100.00%,99,54,195,236
KS-505,176,118,118,100.00%,99,77,0,46,158,18,99,59,59,100.00%,0,0,27,88,11,77,77,59,59,100.00%,19,70,7,0,0,0,0,0.00%,0,35,35,35,17,48.60%,5,2,12,23
KS-507,"1,474","1,111",679,61.10%,874,600,0,238,789,685,874,539,372,69.00%,23,84,131,484,390,600,600,572,307,53.70%,107,305,295,0,0,0,0,0.00%,0,116,116,116,84,72.40%,30,11,20,96
KY-500,"2,647","2,003","1,774",88.60%,"1,294","1,353",0,639,"1,643","1,004","1,294",931,749,80.50%,67,39,186,535,759,"1,353","1,353","1,072","1,025",95.60%,453,"1,108",245,0,0,0,0,0.00%,0,917,917,725,696,96.00%,172,249,516,401
KY-501,"1,433","1,304","1,228",94.20%,891,532,10,154,411,"1,022",891,825,797,96.60%,0,128,66,185,706,532,532,469,421,89.80%,88,226,306,10,10,10,10,100.00%,10,"1,260","1,260","1,260",906,71.90%,120,228,643,617
KY-502,"1,476","1,413",871,61.60%,476,998,2,177,489,987,476,413,273,66.10%,0,0,36,119,357,998,998,998,596,59.70%,141,370,628,2,2,2,2,100.00%,2,452,452,392,214,54.60%,76,55,159,293
LA-500,771,611,510,83.50%,256,515,0,147,428,343,256,142,140,98.60%,0,74,36,126,130,515,515,469,370,78.90%,111,302,213,0,0,0,0,0.00%,0,103,103,103,89,86.40%,15,12,47,56
LA-501,202,137,44,32.10%,124,78,0,17,93,109,124,59,20,33.90%,0,1,13,65,59,78,78,78,24,30.80%,4,28,50,0,0,0,0,0.00%,0,183,183,183,143,78.10%,0,33,86,97
LA-502,"1,104",909,840,92.40%,393,701,10,142,595,509,393,211,211,100.00%,0,15,64,233,160,701,701,688,619,90.00%,78,362,339,10,10,10,10,100.00%,10,204,204,204,204,100.00%,89,9,28,176
LA-503,"1,346","1,302","1,086",83.40%,587,744,15,187,549,797,587,572,388,67.80%,124,0,51,171,416,744,744,715,683,95.50%,136,378,366,15,15,15,15,100.00%,15,"1,408","1,408","1,408","1,394",99.00%,322,147,479,929
LA-504,851,791,523,66.10%,205,646,0,44,123,728,205,145,139,95.90%,0,100,31,94,111,646,646,646,384,59.40%,13,29,617,0,0,0,0,0.00%,0,330,330,330,330,100.00%,19,47,117,213
LA-505,302,153,153,100.00%,119,183,0,54,173,129,119,85,85,100.00%,0,36,8,35,84,183,183,68,68,100.00%,46,138,45,0,0,0,0,0.00%,0,97,97,97,97,100.00%,16,5,17,80
LA-506,232,154,84,54.50%,65,167,0,45,127,105,65,46,11,23.90%,0,10,6,24,41,167,167,108,73,67.60%,39,103,64,0,0,0,0,0.00%,0,247,247,237,237,100.00%,55,35,120,127
LA-507,228,192,111,57.80%,88,140,0,10,17,211,88,52,28,53.80%,0,32,4,4,84,140,140,140,83,59.30%,6,13,127,0,0,0,0,0.00%,0,57,57,57,45,78.90%,35,6,8,49
LA-508,112,101,65,64.40%,63,49,0,19,44,68,63,52,52,100.00%,0,0,13,32,31,49,49,49,13,26.50%,6,12,37,0,0,0,0,0.00%,0,212,212,184,124,67.40%,2,28,98,114
MA-500,"5,350","5,135","4,826",94.00%,"3,734","1,610",6,976,"2,965","2,385","3,734","3,638","3,547",97.50%,40,23,792,"2,470","1,264","1,610","1,610","1,491","1,273",85.40%,184,495,"1,115",6,6,6,6,100.00%,6,"4,427","4,427","4,397","2,998",68.20%,"1,858",415,"1,044","3,383"
MA-501,"1,406","1,334",949,71.10%,993,407,6,274,947,459,993,933,756,81.00%,26,177,253,887,106,407,407,395,193,48.90%,21,60,347,6,6,6,0,0.00%,6,324,324,324,65,20.10%,135,14,35,289
MA-502,407,299,299,100.00%,266,141,0,82,260,147,266,195,195,100.00%,0,0,65,221,45,141,141,104,104,100.00%,17,39,102,0,0,0,0,0.00%,0,265,265,250,236,94.40%,20,20,45,220
MA-503,348,290,255,87.90%,271,77,0,76,192,156,271,213,210,98.60%,0,0,71,178,93,77,77,77,45,58.40%,5,14,63,0,0,0,0,0.00%,0,259,259,259,227,87.60%,151,2,5,254
MA-504,917,823,315,38.30%,609,302,6,193,626,291,609,561,251,44.70%,65,4,137,465,144,302,302,256,58,22.70%,56,161,141,6,6,6,6,100.00%,6,364,364,364,221,60.70%,147,27,80,284
MA-505,421,387,375,96.90%,155,266,0,39,139,282,155,121,109,90.10%,0,7,29,113,42,266,266,266,266,100.00%,10,26,240,0,0,0,0,0.00%,0,303,303,281,260,92.50%,29,70,193,110
MA-506,"1,479","1,418","1,241",87.50%,959,520,0,345,998,481,959,932,779,83.60%,0,26,224,641,318,520,520,486,462,95.10%,121,357,163,0,0,0,0,0.00%,0,732,732,732,598,81.70%,220,107,252,480
MA-507,130,106,97,91.50%,63,67,0,20,58,72,63,39,39,100.00%,0,5,16,41,22,67,67,67,58,86.60%,4,17,50,0,0,0,0,0.00%,0,67,67,67,3,4.50%,29,3,6,61
MA-508,522,458,423,92.40%,252,270,0,118,391,131,252,243,243,100.00%,35,0,65,248,4,270,270,215,180,83.70%,53,143,127,0,0,0,0,0.00%,0,188,188,173,12,6.90%,36,20,61,127
MA-509,384,349,345,98.90%,247,137,0,48,120,264,247,228,224,98.20%,24,97,27,68,179,137,137,121,121,100.00%,21,52,85,0,0,0,0,0.00%,0,216,216,202,202,100.00%,112,12,28,188
MA-510,839,789,752,95.30%,673,160,6,241,656,183,673,659,635,96.40%,24,53,197,570,103,160,160,124,111,89.50%,44,86,74,6,6,6,6,100.00%,6,218,218,218,191,87.60%,106,11,42,176
MA-511,242,224,224,100.00%,202,40,0,43,125,117,202,184,184,100.00%,0,82,29,85,117,40,40,40,40,100.00%,14,40,0,0,0,0,0,0.00%,0,302,302,302,264,87.40%,72,52,146,156
MA-512,398,398,158,39.70%,219,179,0,111,326,72,219,219,80,36.50%,0,47,57,162,57,179,179,179,78,43.60%,54,164,15,0,0,0,0,0.00%,0,188,188,188,46,24.50%,45,4,14,174
MA-513,134,134,132,98.50%,107,27,0,39,123,11,107,107,105,98.10%,0,191,31,107,0,27,27,27,27,100.00%,8,16,11,0,0,0,0,0.00%,0,158,158,158,158,100.00%,45,43,109,49
MA-515,276,266,216,81.20%,156,120,0,53,184,92,156,146,145,99.30%,10,6,29,124,32,120,120,120,71,59.20%,24,60,60,0,0,0,0,0.00%,0,116,116,116,116,100.00%,28,17,52,64
MA-516,857,804,565,70.30%,690,167,0,248,707,150,690,663,424,64.00%,0,248,210,612,78,167,167,141,141,100.00%,38,95,72,0,0,0,0,0.00%,0,300,300,246,174,70.70%,36,26,66,234
MA-517,146,125,119,95.20%,115,31,0,24,73,73,115,94,94,100.00%,0,0,21,67,48,31,31,31,25,80.60%,3,6,25,0,0,0,0,0.00%,0,154,154,154,123,79.90%,37,19,42,112
MA-518,424,366,359,98.10%,319,105,0,124,356,68,319,310,310,100.00%,0,0,87,262,57,105,105,56,49,87.50%,37,94,11,0,0,0,0,0.00%,0,137,137,125,97,77.60%,59,4,12,125
MA-519,151,123,123,100.00%,65,86,0,33,108,43,65,53,53,100.00%,0,0,13,44,21,86,86,70,70,100.00%,20,64,22,0,0,0,0,0.00%,0,83,83,83,75,90.40%,22,9,31,52
MA-520,678,633,566,89.40%,578,100,0,165,554,124,578,566,566,100.00%,18,225,140,494,84,100,100,67,0,0.00%,25,60,40,0,0,0,0,0.00%,0,80,80,80,77,96.30%,42,13,35,45
MD-500,113,93,53,57.00%,60,53,0,26,85,28,60,40,0,0.00%,15,30,11,39,21,53,53,53,53,100.00%,15,46,7,0,0,0,0,0.00%,0,107,107,107,79,73.80%,16,25,68,39
MD-501,"2,285","2,285","1,730",75.70%,"1,009","1,237",39,250,628,"1,657","1,009","1,009",741,73.40%,107,60,88,210,799,"1,237","1,237","1,237",950,76.80%,162,418,819,39,39,39,39,100.00%,39,"1,754","1,754","1,754","1,721",98.10%,423,294,751,"1,003"
MD-502,143,115,99,86.10%,58,85,0,24,67,76,58,30,30,100.00%,29,29,7,27,31,85,85,85,69,81.20%,17,40,45,0,0,0,0,0.00%,0,105,105,105,104,99.00%,2,28,74,31
MD-503,201,180,180,100.00%,109,92,0,59,160,41,109,88,88,100.00%,50,57,34,83,26,92,92,92,92,100.00%,25,77,15,0,0,0,0,0.00%,0,154,154,154,154,100.00%,53,29,74,80
MD-504,152,112,105,93.80%,65,87,0,25,128,24,65,51,51,100.00%,25,21,10,41,24,87,87,61,54,88.50%,15,87,0,0,0,0,0,0.00%,0,72,72,72,72,100.00%,18,14,39,33
MD-505,517,462,462,100.00%,379,138,0,57,329,188,379,348,348,100.00%,25,0,21,214,165,138,138,114,114,100.00%,36,115,23,0,0,0,0,0.00%,0,227,227,227,227,100.00%,24,60,194,33
MD-506,194,186,130,69.90%,40,129,25,27,81,113,40,32,32,100.00%,35,17,9,27,13,129,129,129,73,56.60%,18,54,75,25,25,25,25,100.00%,25,33,33,33,33,100.00%,16,9,17,16
MD-507,133,83,83,100.00%,47,86,0,33,81,52,47,25,25,100.00%,45,2,14,34,13,86,86,58,58,100.00%,19,47,39,0,0,0,0,0.00%,0,35,35,35,23,65.70%,13,8,20,15
MD-508,268,231,222,96.10%,112,156,0,50,193,75,112,85,83,97.60%,86,18,19,81,31,156,156,146,139,95.20%,31,112,44,0,0,0,0,0.00%,0,212,212,212,212,100.00%,46,77,166,46
MD-509,225,160,160,100.00%,39,186,0,51,160,65,39,10,10,100.00%,70,0,1,21,18,186,186,150,150,100.00%,50,139,47,0,0,0,0,0.00%,0,30,30,30,30,100.00%,16,4,9,21
MD-510,41,27,27,100.00%,22,19,0,7,18,23,22,8,8,100.00%,0,0,2,5,17,19,19,19,19,100.00%,5,13,6,0,0,0,0,0.00%,0,122,122,122,122,100.00%,4,57,109,13
MD-511,52,52,52,100.00%,15,37,0,10,32,20,15,15,15,100.00%,33,6,1,5,10,37,37,37,37,100.00%,9,27,10,0,0,0,0,0.00%,0,94,94,94,94,100.00%,4,25,63,31
MD-512,241,191,181,94.80%,150,91,0,14,68,173,150,108,108,100.00%,59,100,10,60,90,91,91,83,73,88.00%,4,8,83,0,0,0,0,0.00%,0,110,110,110,110,100.00%,7,11,28,82
MD-513,157,138,138,100.00%,109,48,0,26,89,68,109,90,90,100.00%,118,10,14,51,58,48,48,48,48,100.00%,12,38,10,0,0,0,0,0.00%,0,147,147,147,146,99.30%,16,38,91,56
MD-600,541,520,520,100.00%,229,312,0,101,468,73,229,208,208,100.00%,265,7,29,185,44,312,312,312,312,100.00%,72,283,29,0,0,0,0,0.00%,0,463,463,463,431,93.10%,28,154,380,83
MD-601,637,583,583,100.00%,248,349,40,111,339,298,248,194,194,100.00%,100,216,45,135,113,349,349,349,349,100.00%,66,204,145,40,40,40,40,100.00%,40,"1,501","1,501","1,501","1,501",100.00%,109,331,"1,030",471
ME-500,"1,573","1,271","1,078",84.80%,557,"1,016",0,365,"1,059",514,557,410,341,83.20%,27,47,113,321,236,"1,016","1,016",861,737,85.60%,252,738,278,0,0,0,0,0.00%,0,"1,191","1,191","1,185","1,049",88.50%,65,174,541,650
ME-501,480,430,404,94.00%,150,330,0,79,267,213,150,129,127,98.40%,2,15,15,30,120,330,330,301,277,92.00%,64,237,93,0,0,0,0,0.00%,0,309,309,286,254,88.80%,23,34,82,227
ME-502,671,657,640,97.40%,340,331,0,94,258,413,340,326,326,100.00%,0,45,31,97,243,331,331,331,314,94.90%,63,161,170,0,0,0,0,0.00%,0,370,370,370,348,94.10%,57,40,131,239
MI-500,"2,505","1,639","1,484",90.50%,"1,123","1,382",0,578,"1,736",769,"1,123",585,534,91.30%,35,80,195,609,514,"1,382","1,382","1,054",950,90.10%,383,"1,127",255,0,0,0,0,0.00%,0,"3,607","3,607","3,507","3,093",88.20%,188,915,"2,836",771
MI-501,"2,911","2,778","2,472",89.00%,"1,533","1,357",21,259,705,"2,206","1,533","1,466","1,388",94.70%,396,95,133,369,"1,164","1,357","1,357","1,291","1,063",82.30%,126,336,"1,021",21,21,21,21,100.00%,21,"2,733","2,733","2,733","1,337",48.90%,248,532,"1,627","1,106"
MI-502,464,365,341,93.40%,124,324,16,88,323,141,124,79,71,89.90%,80,13,23,88,36,324,324,270,254,94.10%,65,235,89,16,16,16,16,100.00%,16,252,252,252,252,100.00%,39,53,171,81
MI-503,285,243,243,100.00%,157,128,0,43,145,140,157,116,116,100.00%,80,0,13,51,106,128,128,127,127,100.00%,30,94,34,0,0,0,0,0.00%,0,577,577,577,577,100.00%,21,112,439,138
MI-504,452,406,393,96.80%,150,302,0,101,288,164,150,104,104,100.00%,121,19,30,90,60,302,302,302,289,95.70%,71,198,104,0,0,0,0,0.00%,0,534,534,534,534,100.00%,94,78,214,320
MI-505,251,219,105,47.90%,197,54,0,36,101,150,197,165,61,37.00%,0,4,30,84,113,54,54,54,44,81.50%,6,17,37,0,0,0,0,0.00%,0,745,745,745,745,100.00%,34,202,575,170
MI-506,675,477,311,65.20%,300,375,0,138,471,204,300,238,72,30.30%,0,43,29,100,200,375,375,239,239,100.00%,109,371,4,0,0,0,0,0.00%,0,608,608,608,592,97.40%,290,72,185,423
MI-507,762,663,663,100.00%,440,322,0,159,423,339,440,394,394,100.00%,0,0,41,165,275,322,322,269,269,100.00%,118,258,64,0,0,0,0,0.00%,0,645,645,645,638,98.90%,23,157,311,334
MI-508,462,432,376,87.00%,262,200,0,61,201,261,262,232,188,81.00%,0,15,31,98,164,200,200,200,188,94.00%,30,103,97,0,0,0,0,0.00%,0,190,190,190,173,91.10%,120,7,32,158
MI-509,458,411,397,96.60%,208,250,0,80,246,212,208,161,161,100.00%,56,50,39,114,94,250,250,250,236,94.40%,41,132,118,0,0,0,0,0.00%,0,504,504,494,484,98.00%,13,66,210,294
MI-510,389,281,274,97.50%,151,232,6,46,146,243,151,127,127,100.00%,0,0,19,57,94,232,232,148,141,95.30%,27,89,143,6,6,6,6,100.00%,6,172,172,159,159,100.00%,78,18,53,119
MI-511,133,80,70,87.50%,62,71,0,24,103,30,62,26,16,61.50%,33,5,7,33,29,71,71,54,54,100.00%,17,70,1,0,0,0,0,0.00%,0,73,73,73,73,100.00%,7,17,60,13
MI-512,298,195,195,100.00%,103,195,0,60,194,104,103,78,78,100.00%,26,21,7,22,81,195,195,117,117,100.00%,53,172,23,0,0,0,0,0.00%,0,328,328,322,108,33.50%,16,69,204,124
MI-513,62,30,18,60.00%,21,41,0,14,41,21,21,5,0,0.00%,15,1,4,15,6,41,41,25,18,72.00%,10,26,15,0,0,0,0,0.00%,0,122,122,122,25,20.50%,0,31,98,24
MI-514,211,165,143,86.70%,124,87,0,38,75,136,124,78,78,100.00%,0,24,32,55,69,87,87,87,65,74.70%,6,20,67,0,0,0,0,0.00%,0,250,250,203,29,14.30%,24,25,70,180
MI-515,177,162,124,76.50%,97,80,0,37,86,91,97,82,60,73.20%,15,0,27,63,34,80,80,80,64,80.00%,10,23,57,0,0,0,0,0.00%,0,22,22,22,22,100.00%,0,6,20,2
MI-516,407,294,260,88.40%,146,261,0,65,263,144,146,128,114,89.10%,135,12,7,84,62,261,261,166,146,88.00%,58,179,82,0,0,0,0,0.00%,0,372,372,372,263,70.70%,18,78,229,143
MI-517,268,224,198,88.40%,134,134,0,76,181,87,134,113,113,100.00%,0,0,31,76,58,134,134,111,85,76.60%,45,105,29,0,0,0,0,0.00%,0,30,30,30,30,100.00%,0,7,17,13
MI-518,94,50,50,100.00%,36,58,0,23,68,26,36,16,16,100.00%,9,1,8,23,13,58,58,34,34,100.00%,15,45,13,0,0,0,0,0.00%,0,13,13,13,13,100.00%,1,0,0,13
MI-519,433,321,321,100.00%,158,275,0,82,279,154,158,138,138,100.00%,0,10,16,58,100,275,275,183,183,100.00%,66,221,54,0,0,0,0,0.00%,0,201,201,201,201,100.00%,8,40,130,71
MI-523,125,93,93,100.00%,42,83,0,22,116,9,42,32,32,100.00%,0,0,8,38,4,83,83,61,61,100.00%,14,78,5,0,0,0,0,0.00%,0,9,9,9,9,100.00%,4,0,0,9
MN-500,"3,412","3,223","2,262",70.20%,"1,941","1,471",0,573,"2,211","1,201","1,941","1,791","1,336",74.60%,0,500,271,"1,087",854,"1,471","1,471","1,432",926,64.70%,302,"1,124",347,0,0,0,0,0.00%,0,"3,882","3,882","3,882","2,545",65.60%,639,554,"2,079","1,803"
MN-501,"1,370","1,230",863,70.20%,520,840,10,258,806,564,520,380,141,37.10%,0,0,60,194,326,840,840,840,712,84.80%,198,612,228,10,10,10,10,100.00%,10,"1,753","1,753","1,753","1,719",98.10%,427,357,"1,186",567
MN-502,418,259,208,80.30%,180,238,0,92,351,67,180,107,64,59.80%,23,18,34,130,50,238,238,152,144,94.70%,58,221,17,0,0,0,0,0.00%,0,392,392,392,392,100.00%,103,76,228,164
MN-503,456,383,370,96.60%,142,314,0,130,381,75,142,69,56,81.20%,0,9,31,100,42,314,314,314,314,100.00%,99,281,33,0,0,0,0,0.00%,0,388,388,388,388,100.00%,29,99,257,131
MN-504,103,76,64,84.20%,30,73,0,22,74,29,30,30,18,60.00%,0,0,5,13,17,73,73,46,46,100.00%,17,61,12,0,0,0,0,0.00%,0,90,90,79,79,100.00%,12,21,57,33
MN-505,545,445,327,73.50%,182,363,0,122,375,170,182,92,70,76.10%,50,36,30,141,41,363,363,353,257,72.80%,92,234,129,0,0,0,0,0.00%,0,213,213,213,213,100.00%,19,36,118,95
MN-506,269,229,226,98.70%,86,183,0,67,190,79,86,55,55,100.00%,20,13,17,48,38,183,183,174,171,98.30%,50,142,41,0,0,0,0,0.00%,0,283,283,283,280,98.90%,34,64,222,61
MN-508,156,146,146,100.00%,78,78,0,32,91,65,78,68,68,100.00%,0,12,6,18,60,78,78,78,78,100.00%,26,73,5,0,0,0,0,0.00%,0,206,206,206,201,97.60%,30,56,139,67
MN-509,365,315,302,95.90%,146,219,0,80,246,119,146,96,83,86.50%,0,40,21,59,87,219,219,219,219,100.00%,59,187,32,0,0,0,0,0.00%,0,472,472,472,471,99.80%,142,67,217,255
MN-510,112,87,83,95.40%,29,83,0,32,96,16,29,4,4,100.00%,0,32,8,25,4,83,83,83,79,95.20%,24,71,12,0,0,0,0,0.00%,0,96,96,96,94,97.90%,13,17,42,54
MN-511,119,103,97,94.20%,55,64,0,25,79,40,55,39,33,84.60%,0,45,12,39,16,64,64,64,64,100.00%,13,40,24,0,0,0,0,0.00%,0,71,71,71,70,98.60%,14,13,44,27
MO-500,404,272,272,100.00%,275,129,0,97,315,89,275,175,175,100.00%,0,45,63,200,75,129,129,97,97,100.00%,34,115,14,0,0,0,0,0.00%,0,275,275,275,275,100.00%,27,65,228,47
MO-501,"1,299","1,172","1,129",96.30%,480,811,8,237,761,538,480,407,376,92.40%,31,0,76,196,284,811,811,757,745,98.40%,161,565,246,8,8,8,8,100.00%,8,"1,200","1,200","1,200","1,200",100.00%,203,388,830,370
MO-503,467,412,44,10.70%,126,341,0,96,274,193,126,71,3,4.20%,0,182,24,92,34,341,341,341,41,12.00%,72,182,159,0,0,0,0,0.00%,0,36,36,36,36,100.00%,1,9,26,10
MO-600,594,441,323,73.20%,124,470,0,121,336,258,124,43,39,90.70%,30,0,37,75,49,470,470,398,284,71.40%,84,261,209,0,0,0,0,0.00%,0,115,115,115,64,55.70%,35,35,61,54
MO-602,415,361,361,100.00%,123,292,0,43,155,260,123,123,123,100.00%,0,12,15,43,80,292,292,238,238,100.00%,28,112,180,0,0,0,0,0.00%,0,75,75,75,75,100.00%,6,23,50,25
MO-603,145,97,80,82.50%,107,20,18,15,69,76,107,62,62,100.00%,10,15,13,50,57,20,20,17,0,0.00%,2,19,1,18,18,18,18,100.00%,18,212,212,212,212,100.00%,30,42,156,56
MO-604,"1,969","1,654","1,414",85.50%,996,963,10,308,"1,040",929,996,797,661,82.90%,54,188,102,365,631,963,963,847,743,87.70%,206,675,288,10,10,10,10,100.00%,10,"1,197","1,197","1,197","1,189",99.30%,178,171,574,623
MO-606,"2,147","1,230",700,56.90%,"1,443",693,11,369,"1,092","1,055","1,443",618,364,58.90%,0,32,273,811,632,693,693,601,325,54.10%,96,281,412,11,11,11,11,100.00%,11,824,824,824,824,100.00%,31,183,513,311
MS-500,466,387,148,38.20%,180,286,0,48,145,321,180,126,69,54.80%,0,17,18,53,127,286,286,261,79,30.30%,30,92,194,0,0,0,0,0.00%,0,61,61,61,31,50.80%,47,0,0,61
MS-501,805,604,295,48.80%,501,304,0,122,357,448,501,319,80,25.10%,0,0,70,211,290,304,304,285,215,75.40%,52,146,158,0,0,0,0,0.00%,0,192,192,145,114,78.60%,62,15,53,139
MS-503,105,57,43,75.40%,55,50,0,16,37,68,55,31,17,54.80%,0,0,6,12,43,50,50,26,26,100.00%,10,25,25,0,0,0,0,0.00%,0,52,52,42,42,100.00%,33,6,17,35
MT-500,"1,170",874,460,52.60%,649,521,0,203,602,568,649,476,163,34.20%,6,171,89,279,370,521,521,398,297,74.60%,114,323,198,0,0,0,0,0.00%,0,229,229,229,229,100.00%,47,18,47,182
NC-500,532,497,340,68.40%,298,234,0,60,215,317,298,279,188,67.40%,18,45,17,64,234,234,234,218,152,69.70%,43,151,83,0,0,0,0,0.00%,0,344,344,344,247,71.80%,100,77,168,176
